geoid,No,Yes,tot,with,without
48029171912,249,185,434,0.426,0.574
48201332700,473,420,893,0.47,0.53
48201332800,329,334,663,0.504,0.496
48201333000,209,230,439,0.524,0.476
48029172002,541,740,1281,0.578,0.422
48029180201,463,564,1027,0.549,0.451
48029180300,332,461,793,0.581,0.419
48029180400,171,293,464,0.631,0.369
48029180501,160,262,422,0.621,0.379
48439111516,687,549,1236,0.444,0.556
48029180504,113,197,310,0.635,0.365
48029180602,164,242,406,0.596,0.404
48029180701,196,265,461,0.575,0.425
48029180702,305,313,618,0.506,0.494
48439104603,403,285,688,0.414,0.586
48029180503,133,225,358,0.628,0.372
48029180800,166,291,457,0.637,0.363
48029180901,301,662,963,0.687,0.313
48439113916,361,302,663,0.456,0.544
48439111505,313,269,582,0.462,0.538
48493000104,630,407,1037,0.392,0.608
48493000404,848,594,1442,0.412,0.588
48493000103,590,427,1017,0.42,0.58
48029180902,414,802,1216,0.66,0.34
48029181001,232,361,593,0.609,0.391
48029181003,83,81,164,0.494,0.506
48029181004,90,111,201,0.552,0.448
48029181005,60,77,137,0.562,0.438
48029181100,282,463,745,0.621,0.379
48029181200,262,381,643,0.593,0.407
48029181301,103,134,237,0.565,0.435
48029181302,168,216,384,0.562,0.438
48029181402,148,90,238,0.378,0.622
48029181504,189,143,332,0.431,0.569
48029181505,346,335,681,0.492,0.508
48029181506,256,238,494,0.482,0.518
48029181601,238,252,490,0.514,0.486
48029181703,296,240,536,0.448,0.552
48029181704,376,283,659,0.429,0.571
48029181705,320,308,628,0.49,0.51
48029181711,251,187,438,0.427,0.573
48029181712,154,99,253,0.391,0.609
48029181713,311,216,527,0.41,0.59
48029181715,175,116,291,0.399,0.601
48029181716,260,192,452,0.425,0.575
48157673101,1685,1727,3412,0.506,0.494
48157673102,797,854,1651,0.517,0.483
48029181718,224,167,391,0.427,0.573
48029181809,237,188,425,0.442,0.558
48029181811,128,107,235,0.455,0.545
48029190200,619,945,1564,0.604,0.396
48029190400,296,481,777,0.619,0.381
48029190501,373,450,823,0.547,0.453
48029190601,421,489,910,0.537,0.463
48029190800,376,598,974,0.614,0.386
48029190901,407,709,1116,0.635,0.365
48027022103,221,252,473,0.533,0.467
48027022200,148,156,304,0.513,0.487
48027022300,381,365,746,0.489,0.511
48371950300,2560,736,3296,0.223,0.777
48371950100,5962,1646,7608,0.216,0.784
48371950400,2116,629,2745,0.229,0.771
48371950500,11497,2573,14070,0.183,0.817
48029191003,229,435,664,0.655,0.345
48029191004,168,257,425,0.605,0.395
