geoid,No,Yes,tot,with,without
48029140400,385,490,875,0.56,0.44
48029152000,307,387,694,0.558,0.442
48029151400,338,441,779,0.566,0.434
48029131601,588,813,1401,0.58,0.42
48029160702,302,374,676,0.553,0.447
48029121506,267,364,631,0.577,0.423
48029161200,420,401,821,0.488,0.512
48029162001,558,499,1057,0.472,0.528
48029171100,205,237,442,0.536,0.464
48029171801,210,238,448,0.531,0.469
48029182102,297,367,664,0.553,0.447
48029191804,297,407,704,0.578,0.422
48029151900,415,532,947,0.562,0.438
48029151500,156,208,364,0.571,0.429
48029121205,155,186,341,0.545,0.455
48257050204,529,288,817,0.353,0.647
48029121804,186,236,422,0.559,0.441
48029141900,694,685,1379,0.497,0.503
48029140600,274,320,594,0.539,0.461
48029180202,241,349,590,0.592,0.408
48029152100,1122,1205,2327,0.518,0.482
48439113906,430,450,880,0.511,0.489
48439113910,757,802,1559,0.514,0.486
48029120502,289,487,776,0.628,0.372
48029120600,541,751,1292,0.581,0.419
48029121203,445,622,1067,0.583,0.417
48029121204,151,211,362,0.583,0.417
48029121206,356,467,823,0.567,0.433
48029121115,171,215,386,0.557,0.443
48487950500,1499,261,1760,0.148,0.852
48487950700,3006,501,3507,0.143,0.857
48487950300,5251,2417,7668,0.315,0.685
48487950600,1673,373,2046,0.182,0.818
48039661100,303,238,541,0.44,0.56
48041001900,425,420,845,0.497,0.503
48041002001,507,503,1010,0.498,0.502
48041000202,1729,1441,3170,0.455,0.545
48039663300,361,259,620,0.418,0.582
48361020800,214,268,482,0.556,0.444
48453002110,218,421,639,0.659,0.341
48453002111,305,546,851,0.642,0.358
48439114003,863,615,1478,0.416,0.584
48439122200,354,309,663,0.466,0.534
48439122300,602,454,1056,0.43,0.57
48439122400,431,366,797,0.459,0.541
48439122500,461,357,818,0.436,0.564
48213950200,599,389,988,0.394,0.606
48213950400,904,767,1671,0.459,0.541
48213951000,356,339,695,0.488,0.512
48213951100,723,670,1393,0.481,0.519
48213950800,1078,925,2003,0.462,0.538
48213951400,1431,1165,2596,0.449,0.551
48213950700,558,438,996,0.44,0.56
48213950500,503,500,1003,0.499,0.501
48213951300,893,836,1729,0.484,0.516
48213950300,1385,1151,2536,0.454,0.546
48213950100,940,696,1636,0.425,0.575
48213951200,671,586,1257,0.466,0.534
48067950500,404,362,766,0.473,0.527
48067950100,1098,1096,2194,0.5,0.5
48067950700,1070,1087,2157,0.504,0.496
48067950200,801,739,1540,0.48,0.52
48067950300,344,294,638,0.461,0.539
48067950600,1263,1179,2442,0.483,0.517
48067950400,1039,875,1914,0.457,0.543
48439122600,551,426,977,0.436,0.564
48355006300,996,1378,2374,0.58,0.42
48355006400,1071,1155,2226,0.519,0.481
48061012304,632,550,1182,0.465,0.535
48439114005,602,432,1034,0.418,0.582
48439121601,731,609,1340,0.454,0.546
48439121604,362,301,663,0.454,0.546
48439114006,617,491,1108,0.443,0.557
48231961501,747,366,1113,0.329,0.671
48453002105,191,279,470,0.594,0.406
48453002106,153,275,428,0.643,0.357
48453002107,168,336,504,0.667,0.333
48139060213,1259,1019,2278,0.447,0.553
48139060211,796,605,1401,0.432,0.568
48139060801,868,560,1428,0.392,0.608
48139060702,1210,710,1920,0.37,0.63
48139060214,677,460,1137,0.405,0.595
48139060703,521,334,855,0.391,0.609
48139060802,823,515,1338,0.385,0.615
48139060803,700,410,1110,0.369,0.631
48139060701,594,353,947,0.373,0.627
48139060208,386,327,713,0.459,0.541
48139060212,555,488,1043,0.468,0.532
48139060210,316,263,579,0.454,0.546
48061012402,550,633,1183,0.535,0.465
48061012504,512,832,1344,0.619,0.381
48139060209,541,375,916,0.409,0.591
48497150101,1282,1082,2364,0.458,0.542
48497150402,2209,1598,3807,0.42,0.58
48497150300,1189,1040,2229,0.467,0.533
48497150601,1674,962,2636,0.365,0.635
48497150200,2294,1507,3801,0.396,0.604
48497150603,1302,677,1979,0.342,0.658
48497150401,3156,2732,5888,0.464,0.536
48497150500,1196,745,1941,0.384,0.616
48497150602,1866,1239,3105,0.399,0.601
48497150102,1627,1046,2673,0.391,0.609
48497150403,923,539,1462,0.369,0.631
48047950200,544,1851,2395,0.773,0.227
48047950100,3339,3694,7033,0.525,0.475
48453002109,209,437,646,0.676,0.324
48229950300,8218,2575,10793,0.239,0.761
48453001840,629,546,1175,0.465,0.535
48453000204,410,671,1081,0.621,0.379
48453001740,173,275,448,0.614,0.386
48453001403,132,193,325,0.594,0.406
48453002108,104,165,269,0.613,0.387
48453001768,557,645,1202,0.537,0.463
48061012506,434,487,921,0.529,0.471
48039662900,783,412,1195,0.345,0.655
48039662800,583,731,1314,0.556,0.444
48453001822,170,207,377,0.549,0.451
48453001841,1179,1020,2199,0.464,0.536
48453001845,213,234,447,0.523,0.477
48453001913,237,315,552,0.571,0.429
48453000902,604,1304,1908,0.683,0.317
48453001000,327,793,1120,0.708,0.292
48453001100,977,869,1846,0.471,0.529
48029191806,165,209,374,0.559,0.441
48039662500,669,468,1137,0.412,0.588
48039664100,840,563,1403,0.401,0.599
48039664000,429,263,692,0.38,0.62
48039660100,286,304,590,0.515,0.485
48039662200,485,325,810,0.401,0.599
48039662400,1055,635,1690,0.376,0.624
48039661200,341,275,616,0.446,0.554
48039661000,570,505,1075,0.47,0.53
48039663100,894,619,1513,0.409,0.591
48039662000,1181,853,2034,0.419,0.581
48039664400,1434,1014,2448,0.414,0.586
48063950200,985,622,1607,0.387,0.613
48039660300,407,399,806,0.495,0.505
48453001745,224,226,450,0.502,0.498
48453001749,239,333,572,0.582,0.418
48453001750,264,414,678,0.611,0.389
48453001751,180,189,369,0.512,0.488
48453001752,103,112,215,0.521,0.479
48453001753,184,224,408,0.549,0.451
48029121122,174,230,404,0.569,0.431
48029191413,171,225,396,0.568,0.432
48029191411,85,115,200,0.575,0.425
48039660900,578,520,1098,0.474,0.526
48039661300,633,476,1109,0.429,0.571
48039661400,563,432,995,0.434,0.566
48039662100,1204,748,1952,0.383,0.617
48085031704,396,281,677,0.415,0.585
48085031653,608,819,1427,0.574,0.426
48039662300,536,390,926,0.421,0.579
48039662700,553,465,1018,0.457,0.543
48039663000,684,432,1116,0.387,0.613
48039663200,325,264,589,0.448,0.552
48303001709,399,153,552,0.277,0.723
48303010511,448,186,634,0.293,0.707
48303001708,161,57,218,0.261,0.739
48321730303,329,296,625,0.474,0.526
48029191813,212,313,525,0.596,0.404
48121020306,1145,917,2062,0.445,0.555
48453001754,268,323,591,0.547,0.453
48453001764,730,918,1648,0.557,0.443
48453001769,316,457,773,0.591,0.409
48453001804,261,358,619,0.578,0.422
48453001805,188,197,385,0.512,0.488
48453001806,142,196,338,0.58,0.42
48453001811,182,234,416,0.562,0.438
48453001812,319,330,649,0.508,0.492
48453001813,245,311,556,0.559,0.441
48339692700,418,545,963,0.566,0.434
48339694700,381,334,715,0.467,0.533
48339693700,411,454,865,0.525,0.475
48339690500,340,327,667,0.49,0.51
48339694400,696,751,1447,0.519,0.481
48339693900,649,612,1261,0.485,0.515
48339690300,510,462,972,0.475,0.525
48339692300,569,683,1252,0.546,0.454
48339693000,674,646,1320,0.489,0.511
48339694600,604,678,1282,0.529,0.471
48453001817,229,263,492,0.535,0.465
48453001818,344,420,764,0.55,0.45
48453001820,174,216,390,0.554,0.446
48453001821,235,277,512,0.541,0.459
48453001824,165,189,354,0.534,0.466
48453001828,319,320,639,0.501,0.499
48453001842,607,559,1166,0.479,0.521
48453001843,145,165,310,0.532,0.468
48359950100,3960,1317,5277,0.25,0.75
48339692900,371,467,838,0.557,0.443
48339692200,375,469,844,0.556,0.444
48339694000,470,461,931,0.495,0.505
48339692500,282,340,622,0.547,0.453
48339691400,403,384,787,0.488,0.512
48439111402,456,334,790,0.423,0.577
48339693400,404,417,821,0.508,0.492
48029121813,59,104,163,0.638,0.362
48303010407,734,328,1062,0.309,0.691
48303010510,332,151,483,0.313,0.687
48303010509,267,107,374,0.286,0.714
48303980000,339,63,402,0.157,0.843
48029152202,418,414,832,0.498,0.502
48029161503,129,221,350,0.631,0.369
48029181817,172,137,309,0.443,0.557
48329010107,273,206,479,0.43,0.57
48397040102,602,529,1131,0.468,0.532
48397040402,1711,871,2582,0.337,0.663
48397040504,600,390,990,0.394,0.606
48397040506,1175,668,1843,0.362,0.638
48397040505,1121,646,1767,0.366,0.634
48029191817,455,644,1099,0.586,0.414
48453001200,395,638,1033,0.618,0.382
48453001303,191,325,516,0.63,0.37
48453001304,213,353,566,0.624,0.376
48453001305,452,690,1142,0.604,0.396
48453001307,164,230,394,0.584,0.416
48453001401,184,305,489,0.624,0.376
48453001829,122,138,260,0.531,0.469
48453001832,178,182,360,0.506,0.494
48453001833,375,381,756,0.504,0.496
48453001834,570,607,1177,0.516,0.484
48453001835,176,170,346,0.491,0.509
48453001839,393,364,757,0.481,0.519
48453001844,117,144,261,0.552,0.448
48453001847,388,421,809,0.52,0.48
48453001848,250,250,500,0.5,0.5
48435950300,5735,1221,6956,0.176,0.824
48453001850,137,161,298,0.54,0.46
48453001851,571,450,1021,0.441,0.559
48113018503,59,53,112,0.473,0.527
48481740500,447,326,773,0.422,0.578
48481740800,843,514,1357,0.379,0.621
48481741000,1248,775,2023,0.383,0.617
48481740300,600,429,1029,0.417,0.583
48481741100,1331,868,2199,0.395,0.605
48029170600,382,443,825,0.537,0.463
48029170700,424,546,970,0.563,0.437
48029170800,272,343,615,0.558,0.442
48029170900,428,499,927,0.538,0.462
48029171000,488,571,1059,0.539,0.461
48029171200,225,251,476,0.527,0.473
48441013300,797,301,1098,0.274,0.726
48441013402,897,324,1221,0.265,0.735
48441013500,4789,1691,6480,0.261,0.739
48441011700,918,313,1231,0.254,0.746
48051970200,1483,656,2139,0.307,0.693
48247950400,2818,2547,5365,0.475,0.525
48051970400,1179,878,2057,0.427,0.573
48051970500,2203,828,3031,0.273,0.727
48051970100,417,245,662,0.37,0.63
48051970300,1643,434,2077,0.209,0.791
48029161000,190,268,458,0.585,0.415
48029161100,498,665,1163,0.572,0.428
48029190603,322,498,820,0.607,0.393
48029191405,352,408,760,0.537,0.463
48029131613,169,222,391,0.568,0.432
48029190604,413,677,1090,0.621,0.379
48029181729,135,170,305,0.557,0.443
48029161302,86,121,207,0.585,0.415
48029980100,433,757,1190,0.636,0.364
48029161501,169,301,470,0.64,0.36
48029171700,358,466,824,0.566,0.434
48029171802,290,343,633,0.542,0.458
48029171902,341,444,785,0.566,0.434
48085031645,305,355,660,0.538,0.462
48029171903,342,328,670,0.49,0.51
48453000102,161,216,377,0.573,0.427
48453002005,121,196,317,0.618,0.382
48453002104,185,304,489,0.622,0.378
48259970402,439,385,824,0.467,0.533
48259970401,558,610,1168,0.522,0.478
48259970301,666,546,1212,0.45,0.55
48029131609,281,390,671,0.581,0.419
48005000400,745,798,1543,0.517,0.483
48005001100,520,456,976,0.467,0.533
48029191815,95,130,225,0.578,0.422
48005000700,513,526,1039,0.506,0.494
48005000500,529,593,1122,0.529,0.471
48005000200,441,439,880,0.499,0.501
48005001200,707,740,1447,0.511,0.489
48005000102,361,400,761,0.526,0.474
48005000800,380,413,793,0.521,0.479
48005000600,504,577,1081,0.534,0.466
48005001300,701,746,1447,0.516,0.484
48453000203,58,69,127,0.543,0.457
48453000302,421,784,1205,0.651,0.349
48453000401,341,675,1016,0.664,0.336
48085031646,630,739,1369,0.54,0.46
48085031647,386,428,814,0.526,0.474
48085031648,767,877,1644,0.533,0.467
48085031649,943,647,1590,0.407,0.593
48453001503,436,642,1078,0.596,0.404
48453001402,260,389,649,0.599,0.401
48453001504,302,555,857,0.648,0.352
48453001505,272,501,773,0.648,0.352
48453001501,316,479,795,0.603,0.397
48453001602,232,450,682,0.66,0.34
48453001853,302,254,556,0.457,0.543
48453002002,166,266,432,0.616,0.384
48453002004,47,68,115,0.591,0.409
48113018300,470,824,1294,0.637,0.363
48113018401,283,329,612,0.538,0.462
48113018402,262,386,648,0.596,0.404
48113018403,72,50,122,0.41,0.59
48113018600,253,447,700,0.639,0.361
48113018700,364,651,1015,0.641,0.359
48029161504,111,188,299,0.629,0.371
48029171602,164,292,456,0.64,0.36
48029171919,130,170,300,0.567,0.433
48029171601,132,207,339,0.611,0.389
48029171922,86,94,180,0.522,0.478
48297950100,1988,4015,6003,0.669,0.331
48297950200,269,1011,1280,0.79,0.21
48297950400,619,919,1538,0.598,0.402
48297950300,1617,3067,4684,0.655,0.345
48439111531,391,279,670,0.416,0.584
48439111532,753,557,1310,0.425,0.575
48439111533,504,373,877,0.425,0.575
48439111534,555,405,960,0.422,0.578
48439111538,305,326,631,0.517,0.483
48113018801,435,663,1098,0.604,0.396
48113018802,375,675,1050,0.643,0.357
48113018900,327,544,871,0.625,0.375
48113019004,262,407,669,0.608,0.392
48113019013,126,189,315,0.6,0.4
48029141101,85,109,194,0.562,0.438
48029131401,409,498,907,0.549,0.451
48029141102,115,167,282,0.592,0.408
48029141404,285,348,633,0.55,0.45
48029151302,186,213,399,0.534,0.466
48029160902,309,516,825,0.625,0.375
48471790200,1330,932,2262,0.412,0.588
48471790400,1056,922,1978,0.466,0.534
48471790300,1825,1623,3448,0.471,0.529
48471790500,815,786,1601,0.491,0.509
48479001004,325,195,520,0.375,0.625
48439113803,397,338,735,0.46,0.54
48439113808,541,470,1011,0.465,0.535
48439111545,221,162,383,0.423,0.577
48499950602,1178,794,1972,0.403,0.597
48499950301,1279,639,1918,0.333,0.667
48499950601,2725,1087,3812,0.285,0.715
48429950500,3297,4316,7613,0.567,0.433
48439111546,585,451,1036,0.435,0.565
48439113102,431,402,833,0.483,0.517
48439113104,176,179,355,0.504,0.496
48439113107,298,265,563,0.471,0.529
48113019014,295,458,753,0.608,0.392
48113019016,170,132,302,0.437,0.563
48113019020,213,315,528,0.597,0.403
48113019021,305,470,775,0.606,0.394
48113019023,445,383,828,0.463,0.537
48113019024,479,438,917,0.478,0.522
48113019025,245,356,601,0.592,0.408
48029121606,303,390,693,0.563,0.437
48189950400,998,313,1311,0.239,0.761
48189950300,1460,497,1957,0.254,0.746
48189950900,3395,971,4366,0.222,0.778
48189950500,1237,353,1590,0.222,0.778
48029161304,131,180,311,0.579,0.421
48029161901,218,190,408,0.466,0.534
48029160502,234,371,605,0.613,0.387
48029161802,262,329,591,0.557,0.443
48189950700,2677,644,3321,0.194,0.806
48189950600,4803,1116,5919,0.189,0.811
48189950100,1951,565,2516,0.225,0.775
48189950800,1515,355,1870,0.19,0.81
48225950700,967,811,1778,0.456,0.544
48225950200,329,252,581,0.434,0.566
48225950100,1499,1017,2516,0.404,0.596
48225950500,1320,858,2178,0.394,0.606
48225950600,451,459,910,0.504,0.496
48225950300,550,279,829,0.337,0.663
48329000100,477,442,919,0.481,0.519
48329000401,276,217,493,0.44,0.56
48329000500,809,728,1537,0.474,0.526
48329001100,1173,877,2050,0.428,0.572
48439113212,486,420,906,0.464,0.536
48439113213,646,575,1221,0.471,0.529
48439113214,369,332,701,0.474,0.526
48439113215,317,271,588,0.461,0.539
48329000304,354,269,623,0.432,0.568
48439113216,395,329,724,0.454,0.546
48439113217,439,370,809,0.457,0.543
48329001200,448,427,875,0.488,0.512
48113019026,521,774,1295,0.598,0.402
48113019027,346,415,761,0.545,0.455
48113019028,126,186,312,0.596,0.404
48329001300,537,460,997,0.461,0.539
48143950202,2257,1446,3703,0.39,0.61
48143950201,1261,903,2164,0.417,0.583
48329001400,1151,561,1712,0.328,0.672
48329001500,1251,542,1793,0.302,0.698
48225950400,579,272,851,0.32,0.68
48353950100,3116,792,3908,0.203,0.797
48353950500,6168,1567,7735,0.203,0.797
48353950200,943,323,1266,0.255,0.745
48353950400,1767,606,2373,0.255,0.745
48353950300,1359,460,1819,0.253,0.747
48223950402,771,437,1208,0.362,0.638
48223950401,534,315,849,0.371,0.629
48191950500,5695,1680,7375,0.228,0.772
48329001700,467,303,770,0.394,0.606
48201240902,334,414,748,0.553,0.447
48329010104,363,245,608,0.403,0.597
48415950600,3411,1039,4450,0.233,0.767
48415950300,1375,485,1860,0.261,0.739
48415950200,3847,1011,4858,0.208,0.792
48415950100,4495,1377,5872,0.235,0.765
48439113624,488,345,833,0.414,0.586
48439113625,279,200,479,0.418,0.582
48439113626,405,283,688,0.411,0.589
48113019029,389,573,962,0.596,0.404
48029131506,279,348,627,0.555,0.445
48029130401,456,521,977,0.533,0.467
48029121702,414,577,991,0.582,0.418
48029131402,299,374,673,0.556,0.444
48029121810,93,141,234,0.603,0.397
48439113627,212,132,344,0.384,0.616
48111950100,3669,1946,5615,0.347,0.653
48029131612,141,190,331,0.574,0.426
48085031635,348,352,700,0.503,0.497
48085031636,313,425,738,0.576,0.424
48333950100,2051,1238,3289,0.376,0.624
48329010105,183,129,312,0.413,0.587
48329010108,311,257,568,0.452,0.548
48329010109,1105,397,1502,0.264,0.736
48333950200,1468,892,2360,0.378,0.622
48085031637,334,486,820,0.593,0.407
48085031638,524,474,998,0.475,0.525
48085031639,475,407,882,0.461,0.539
48085031640,631,470,1101,0.427,0.573
48085031641,471,404,875,0.462,0.538
48085031642,374,508,882,0.576,0.424
48439113630,262,174,436,0.399,0.601
48439113703,806,870,1676,0.519,0.481
48113019031,543,732,1275,0.574,0.426
48113019034,119,99,218,0.454,0.546
48113019035,84,60,144,0.417,0.583
48113019036,397,280,677,0.414,0.586
48113019037,420,331,751,0.441,0.559
48113019100,799,553,1352,0.409,0.591
48113019202,260,217,477,0.455,0.545
48113019203,345,265,610,0.434,0.566
48331950401,845,463,1308,0.354,0.646
48217961400,2805,1926,4731,0.407,0.593
48113017003,811,678,1489,0.455,0.545
48113017004,508,476,984,0.484,0.516
48113017101,640,549,1189,0.462,0.538
48113017201,363,340,703,0.484,0.516
48113017202,582,542,1124,0.482,0.518
48113019204,453,380,833,0.456,0.544
48113019205,463,337,800,0.421,0.579
48113019208,298,251,549,0.457,0.543
48245000308,234,192,426,0.451,0.549
48245000307,105,103,208,0.495,0.505
48245000310,230,178,408,0.436,0.564
48043950500,14058,2832,16890,0.168,0.832
48113017301,370,338,708,0.477,0.523
48113017303,546,542,1088,0.498,0.502
48113017305,681,598,1279,0.468,0.532
48329000305,277,249,526,0.473,0.527
48329010112,1305,677,1982,0.342,0.658
48113017306,549,532,1081,0.492,0.508
48113017400,595,598,1193,0.501,0.499
48461950100,3395,1000,4395,0.228,0.772
48461950200,4335,1107,5442,0.203,0.797
48329000302,354,330,684,0.482,0.518
48329000303,435,468,903,0.518,0.482
48329010113,1941,621,2562,0.242,0.758
48329010106,339,234,573,0.408,0.592
48329000200,620,539,1159,0.465,0.535
48329000402,517,480,997,0.481,0.519
48329000600,785,651,1436,0.453,0.547
48113017704,449,433,882,0.491,0.509
48113017804,443,496,939,0.528,0.472
48113017500,490,525,1015,0.517,0.483
48113017805,679,699,1378,0.507,0.493
48113017806,329,364,693,0.525,0.475
48113017602,623,623,1246,0.5,0.5
48113019210,561,366,927,0.395,0.605
48113019211,538,343,881,0.389,0.611
48113019301,196,195,391,0.499,0.501
48113019400,402,357,759,0.47,0.53
48113019501,565,514,1079,0.476,0.524
48039661900,1321,1006,2327,0.432,0.568
48039664300,1243,748,1991,0.376,0.624
48039660400,392,379,771,0.492,0.508
48039662600,364,314,678,0.463,0.537
48039660500,812,783,1595,0.491,0.509
48039664501,735,523,1258,0.416,0.584
48039661700,2166,1682,3848,0.437,0.563
48039661800,1152,833,1985,0.42,0.58
48113017807,358,315,673,0.468,0.532
48113017811,360,269,629,0.428,0.572
48113017812,327,230,557,0.413,0.587
48113017813,357,321,678,0.473,0.527
48113017808,460,343,803,0.427,0.573
48113017814,388,382,770,0.496,0.504
48113017900,394,366,760,0.482,0.518
48113019502,513,411,924,0.445,0.555
48113019600,272,237,509,0.466,0.534
48113019700,394,374,768,0.487,0.513
48113019800,643,498,1141,0.436,0.564
48113019900,405,364,769,0.473,0.527
48113013607,313,240,553,0.434,0.566
48439113623,264,201,465,0.432,0.568
48439122900,557,563,1120,0.503,0.497
48421950200,4169,1487,5656,0.263,0.737
48299970600,730,486,1216,0.4,0.6
48299970100,1478,1113,2591,0.43,0.57
48299970300,1747,1229,2976,0.413,0.587
48299970400,1995,719,2714,0.265,0.735
48299970500,1764,652,2416,0.27,0.73
48299970200,1978,664,2642,0.251,0.749
48189950200,935,271,1206,0.225,0.775
48219950400,1880,352,2232,0.158,0.842
48219950300,850,170,1020,0.167,0.833
48219950100,1315,384,1699,0.226,0.774
48219950600,2418,535,2953,0.181,0.819
48219950500,991,193,1184,0.163,0.837
48219950200,10617,2237,12854,0.174,0.826
48219950700,4236,920,5156,0.178,0.822
48375014300,3882,1234,5116,0.241,0.759
48375013900,408,166,574,0.289,0.711
48375013400,461,198,659,0.3,0.7
48375015300,1078,502,1580,0.318,0.682
48375011800,352,137,489,0.28,0.72
48453001912,283,338,621,0.544,0.456
48113015900,259,245,504,0.486,0.514
48113012604,251,174,425,0.409,0.591
48113013010,234,186,420,0.443,0.557
48113013622,146,108,254,0.425,0.575
48113013621,156,131,287,0.456,0.544
48439110704,731,524,1255,0.418,0.582
48113013623,44,41,85,0.482,0.518
48113014135,267,465,732,0.635,0.365
48113014134,332,485,817,0.594,0.406
48113014133,271,317,588,0.539,0.461
48113014136,352,248,600,0.413,0.587
48113014129,309,281,590,0.476,0.524
48113014311,123,177,300,0.59,0.41
48113016523,975,757,1732,0.437,0.563
48113016625,545,468,1013,0.462,0.538
48113016626,616,524,1140,0.46,0.54
48113016621,519,431,950,0.454,0.546
48113016623,557,426,983,0.433,0.567
48113018142,302,212,514,0.412,0.588
48113018141,288,185,473,0.391,0.609
48113018137,367,491,858,0.572,0.428
48113018138,412,507,919,0.552,0.448
48113018139,391,523,914,0.572,0.428
48113018140,259,311,570,0.546,0.454
48099010101,1362,1058,2420,0.437,0.563
48099010300,560,398,958,0.415,0.585
48099010102,942,1016,1958,0.519,0.481
48099010501,253,346,599,0.578,0.422
48113019043,664,858,1522,0.564,0.436
48113019042,575,647,1222,0.529,0.471
48113019039,759,435,1194,0.364,0.636
48113019038,918,435,1353,0.322,0.678
48113019213,87,64,151,0.424,0.576
48335950200,3411,679,4090,0.166,0.834
48099010502,87,116,203,0.571,0.429
48099010804,352,491,843,0.582,0.418
48099010803,129,162,291,0.557,0.443
48099010201,255,227,482,0.471,0.529
48113013726,140,107,247,0.433,0.567
48113016624,453,373,826,0.452,0.548
48113016622,294,225,519,0.434,0.566
48113007911,24,19,43,0.442,0.558
48305950400,4113,1067,5180,0.206,0.794
48305950600,4453,1171,5624,0.208,0.792
48305950500,1707,462,2169,0.213,0.787
48187210506,674,892,1566,0.57,0.43
48113010903,422,350,772,0.453,0.547
48113001703,250,146,396,0.369,0.631
48113019212,25,18,43,0.419,0.581
48375010100,139,65,204,0.319,0.681
48375010300,311,111,422,0.263,0.737
48375010400,491,206,697,0.296,0.704
48113020300,1137,631,1768,0.357,0.643
48113020500,378,197,575,0.343,0.657
48113020600,600,505,1105,0.457,0.543
48113020700,498,689,1187,0.58,0.42
48113014127,510,492,1002,0.491,0.509
48339691302,203,184,387,0.475,0.525
48339691602,180,167,347,0.481,0.519
48375010200,321,130,451,0.288,0.712
48339693102,214,229,443,0.517,0.483
48339692801,941,954,1895,0.503,0.497
48409011100,248,454,702,0.647,0.353
48491020804,660,531,1191,0.446,0.554
48491021507,720,512,1232,0.416,0.584
48491020603,627,480,1107,0.434,0.566
48491021504,608,505,1113,0.454,0.546
48491020806,277,223,500,0.446,0.554
48061010402,507,1311,1818,0.721,0.279
48035950100,2368,3523,5891,0.598,0.402
48035950400,1844,1901,3745,0.508,0.492
48035950300,1006,1130,2136,0.529,0.471
48035950700,924,912,1836,0.497,0.503
48035950600,657,595,1252,0.475,0.525
48035950200,402,331,733,0.452,0.548
48491021506,233,176,409,0.43,0.57
48491020111,483,243,726,0.335,0.665
48375011500,760,307,1067,0.288,0.712
48375010600,499,212,711,0.298,0.702
48375010700,221,108,329,0.328,0.672
48375011000,659,276,935,0.295,0.705
48491020807,402,354,756,0.468,0.532
48491020315,318,292,610,0.479,0.521
48491020313,562,385,947,0.407,0.593
48491020322,452,335,787,0.426,0.574
48113012301,259,232,491,0.473,0.527
48113012302,242,196,438,0.447,0.553
48375011600,436,183,619,0.296,0.704
48491020312,491,335,826,0.406,0.594
48331950700,1618,542,2160,0.251,0.749
48331950100,1162,852,2014,0.423,0.577
48331950300,1132,636,1768,0.36,0.64
48331950500,897,735,1632,0.45,0.55
48331950800,1216,771,1987,0.388,0.612
48491020327,185,129,314,0.411,0.589
48491020323,85,58,143,0.406,0.594
48491020316,180,182,362,0.503,0.497
48491020410,240,288,528,0.545,0.455
48375011700,541,228,769,0.296,0.704
48375011900,456,190,646,0.294,0.706
48485013401,403,278,681,0.408,0.592
